AppID,Name,Release date,Estimated owners,Peak CCU,Required age,Price,DLC count,About the game,Supported languages,Full audio languages,Reviews,Header image,Website,Support url,Support email,Windows,Mac,Linux,Metacritic score,Metacritic url,User score,Positive,Negative,Score rank,Achievements,Recommendations,Notes,Average playtime forever,Average playtime two weeks,Median playtime forever,Median playtime two weeks,Developers,Publishers,Categories,Genres,Tags,Screenshots,Movies
2233300,"Miskal","Feb 10, 2023","0 - 0",0,0,0.0,0,"Miskal est un jeu en développement ou vous devez créé votre propre île. Un jeu de détente et de calme, parfait entre vos pauses de jeu ! Actuellement disponible dans cette version : Différent block de terre 6 blocks de pierre 5 blocks d'arbre Sauvegarder/Charger des parties Enregistrement des statistiques en ligne Gestion des calques Dans la prochaine mise a jour: Ajout des animaux Plus de block (Banc, lac, ect) Et plein d'autre modification, regarder sur Discord :).","['French']","['French']","","https://cdn.akamai.steamstatic.com/steam/apps/2233300/header.jpg?t=1676054618","https://www.miskal.fr/","https://www.miskal.fr/","niferno@orange.fr",True,False,False,0,"",0,0,0,"",3,0,"",0,0,0,0,"Niferno Studio","Niferno Studio","Single-player,Steam Achievements","Casual,Simulation","","https://cdn.akamai.steamstatic.com/steam/apps/2233300/ss_6f01eb34824a307c133f68511e138a42cd91b53d.1920x1080.jpg?t=1676054618,https://cdn.akamai.steamstatic.com/steam/apps/2233300/ss_ab3a63b7dfd58d3927ef7bff30988024d438b710.1920x1080.jpg?t=1676054618,https://cdn.akamai.steamstatic.com/steam/apps/2233300/ss_753cc9e9a152beb96e9c1a1c332993b5591be4cb.1920x1080.jpg?t=1676054618,https://cdn.akamai.steamstatic.com/steam/apps/2233300/ss_c59f5e2129bd417ea5dba8ec249dfa26eafd1b86.1920x1080.jpg?t=1676054618,https://cdn.akamai.steamstatic.com/steam/apps/2233300/ss_9bef11fe157cb7d6a44267c5ff0bb4e11c0237b8.1920x1080.jpg?t=1676054618","http://cdn.akamai.steamstatic.com/steam/apps/256926689/movie_max.mp4?t=1674841832"
2060160,"The Farmer Was Replaced","Feb 10, 2023","0 - 0",0,0,4.99,0,"Program a drone using a simple python-like language to fully automate various farming tasks that would otherwise be very grindy. Feel the satisfaction of simply pressing 'execute' and watching your drone do all the hard work. Farming earns you resources which can be spent to unlock new technology. Here's what the same program looks like after a few speed upgrades: Unlike most programming games the game isn't divided into distinct levels that you have to complete but features a continuous progression. Programming is done in a simple language similar to python. The beginning of the game is designed to teach you all the basic programming concepts that you need and is very beginner friendly by unlocking and explaining them one by one. If you already have programming experience you should be able to play through the early game very quickly and get to the more complex late game tasks that should still be a fun challenge even for experienced programmers.","['English']","[]","","https://cdn.akamai.steamstatic.com/steam/apps/2060160/header.jpg?t=1676049584","","","truffelbaguette@gmail.com",True,False,False,0,"",0,0,0,"",0,0,"",0,0,0,0,"Timon Herzog","Timon Herzog","Single-player","Casual,Indie,Simulation,Strategy,Early Access","","https://cdn.akamai.steamstatic.com/steam/apps/2060160/ss_5206b0be81d8215d3dde934e94ae98f741919786.1920x1080.jpg?t=1676049584,https://cdn.akamai.steamstatic.com/steam/apps/2060160/ss_fccb9f5feb8b75f0760a81d3b5bab9418239638a.1920x1080.jpg?t=1676049584,https://cdn.akamai.steamstatic.com/steam/apps/2060160/ss_cd739e2db8189aa61c0d6238300b387694a6fa07.1920x1080.jpg?t=1676049584,https://cdn.akamai.steamstatic.com/steam/apps/2060160/ss_f5de7dfc6e9c840919cf4e67b056bec50628359f.1920x1080.jpg?t=1676049584,https://cdn.akamai.steamstatic.com/steam/apps/2060160/ss_fccb12fc637449e6c56f364d5cd47ed0a1944c2d.1920x1080.jpg?t=1676049584","http://cdn.akamai.steamstatic.com/steam/apps/256892528/movie_max.mp4?t=1663492594"
2313090,"Puppet Master: The Game Playtest","Feb 10, 2023","0 - 0",0,0,0.0,0,"","[]","[]","","https://cdn.akamai.steamstatic.com/steam/apps/2313090/header.jpg?t=1676064039","","","",True,False,False,0,"",0,0,0,"",0,0,"",0,0,0,0,"","","","","","https://cdn.akamai.steamstatic.com/steam/apps/2313090/ss_9f91a64fa26bac0feb34c3fe7a759b0fad363de2.1920x1080.jpg?t=1676064039",""
2265380,"Seroutte","Feb 10, 2023","0 - 0",0,0,0.99,0,"Seroutte is a short atmospheric experimental horror dreamscape based on the developer's nightmares. It explores themes such as the loss of control, fear of the dark, and the paranoia found within the unknown. After waking up in the middle of the night, your only desire is for a drink of water, and to go back to sleep. The game heavily emphasises exploration, with the ability to interact with various objects in the world. Originally released in 2019 on Itch, the Steam Edition of Seroutte is updated with a number of small fixes. This game is *very* short. You aren't going to get hours of gameplay from this. It was created by a solo developer in a short amount of time, with the aim to learn as much as possible from developing and releasing the game. Key Features Explore a familiar yet distant environment. Even our own homes can feel foreign to us in the dead of night. Exploring the house may give you some clues on what to do. Immerse yourself in the universal sense of unease. You are alone, in the dark, in the middle of the night. You've finally built up the courage to get out of bed, and get the drink of water you so desperately need, but your entire body is screaming at you to stay where it's safe. Future Updates Future plans include updated audio, achievements, translations, and various other features. Currently the game works on the Steam Deck though with some minor bugs, these will be fixed in coming updates. If you discover any bugs, or have any suggestions feel free to contact us at any of the included links.","['English']","['English']","","https://cdn.akamai.steamstatic.com/steam/apps/2265380/header.jpg?t=1676059073","","","studiohex6@gmail.com",True,False,False,0,"",0,0,0,"",0,0,"",0,0,0,0,"Studio Hex","Studio Hex","Single-player,Full controller support,Captions available","Adventure,Indie","","https://cdn.akamai.steamstatic.com/steam/apps/2265380/ss_99c8894700f435830e2e95a817eb0cceedf79f71.1920x1080.jpg?t=1676059073,https://cdn.akamai.steamstatic.com/steam/apps/2265380/ss_3ba38e4632e3308518878ccbb32549fc192ab18e.1920x1080.jpg?t=1676059073,https://cdn.akamai.steamstatic.com/steam/apps/2265380/ss_6eb9abdd551c086160fa0e69980289ee2cc03818.1920x1080.jpg?t=1676059073,https://cdn.akamai.steamstatic.com/steam/apps/2265380/ss_55a1e917cf8f4433dac5e9cd3ac038828aa81ac6.1920x1080.jpg?t=1676059073,https://cdn.akamai.steamstatic.com/steam/apps/2265380/ss_b6bf2c3a1954fca5e55f388738064c07f63c70fd.1920x1080.jpg?t=1676059073","http://cdn.akamai.steamstatic.com/steam/apps/256926413/movie_max.mp4?t=1674762956"
2296790,"Idlenetics","Feb 9, 2023","0 - 20000",0,0,3.39,0,"The main goal is to send a ship with resources at the other island. You will unlock new zones, strategize and manage their resources effectively to send the ship and complete their journey. Each zone features unique buildings that can be purchased. During gameplay you will craft more complex items by combining the objects produced by the buildings. The game offers a unique blend of idle and crafting elements, making it an exciting and challenging experience. With its beautifully 3D graphics and immersive medieval setting, Idlenetics is sure to be a hit with fans of idle and crafting games alike!","['English']","['English']","","https://cdn.akamai.steamstatic.com/steam/apps/2296790/header.jpg?t=1675931799","","","zorkigs@gmail.com",True,False,False,0,"",0,1,2,"",2,0,"",0,0,0,0,"ZorKI","ZorKI","Single-player,Steam Achievements","Casual,Indie,Strategy","Casual,Arcade,Exploration,3D,Colorful,Cute,Atmospheric,Building,Crafting,Economy,Fantasy,Management,Medieval,Mystery,Nature,Relaxing,Base-Building,Resource Management,Singleplayer,Strategy","https://cdn.akamai.steamstatic.com/steam/apps/2296790/ss_aaa203e04b03a72e52117202aceac52c77a27cb5.1920x1080.jpg?t=1675931799,https://cdn.akamai.steamstatic.com/steam/apps/2296790/ss_e76909aa838b610352cb1061faae9fea2d1e2414.1920x1080.jpg?t=1675931799,https://cdn.akamai.steamstatic.com/steam/apps/2296790/ss_0a91d00d7cdac30e393788dd31c3083234b8a8e8.1920x1080.jpg?t=1675931799,https://cdn.akamai.steamstatic.com/steam/apps/2296790/ss_9afe590df33c3c48eb04277dc88826add8ce36ac.1920x1080.jpg?t=1675931799,https://cdn.akamai.steamstatic.com/steam/apps/2296790/ss_99ebb3d4dc1eba604cb5c2a10be09b84d238a382.1920x1080.jpg?t=1675931799","http://cdn.akamai.steamstatic.com/steam/apps/256926980/movie_max.mp4?t=1674795666"
2255760,"Parts Unknown","Feb 11, 2023","0 - 0",0,0,0.0,0,"Parts Unknown is a classic fighting game aiming to recapture the spirit of old fighting games with a unique style. It gives the player different fighting styles to master. If you loved games like Def Jam Vendetta, Street Fighter, Ready 2 Rumble Boxing , or Tekken, then you are sure to love this game. Inspired by classic street fighting games like Def Jam Fight For NY, Parts Unknown combines stylish in depth fighting styles, beautiful music, and a story to keep you engaged through the game. Parts Unknown is a third person story about an orphan who turns 18 and decides to fight for money to help with the upkeep of orphanages inspired by the great wrestler Nacho Libre. The game in its current state features 1 open world, different fighting styles, and autosave. Future updates will have more open worlds and online multiplayer option available.","['English']","['English']","","https://cdn.akamai.steamstatic.com/steam/apps/2255760/header.jpg?t=1676169184","","","kenthigh11@gmail.com",True,True,False,0,"",0,0,0,"",0,0,"",0,0,0,0,"Kent High","Kent High,Julian Buffaloe","Single-player","Action,Adventure,Free to Play,Indie,Sports","","https://cdn.akamai.steamstatic.com/steam/apps/2255760/ss_530e4a9832d782afcef5c37c810d585575b9adc1.1920x1080.jpg?t=1676169184,https://cdn.akamai.steamstatic.com/steam/apps/2255760/ss_a2665140cd03eb98e3ea991d972f0a835253ad96.1920x1080.jpg?t=1676169184,https://cdn.akamai.steamstatic.com/steam/apps/2255760/ss_ab752db5fdf17a9ceb148dd9f201bbf54a47d2d3.1920x1080.jpg?t=1676169184,https://cdn.akamai.steamstatic.com/steam/apps/2255760/ss_c842f34317eb5c3fb066010aceced120c07d0a0a.1920x1080.jpg?t=1676169184,https://cdn.akamai.steamstatic.com/steam/apps/2255760/ss_5c0b941f976ec37913570a730ba78b396ee80b73.1920x1080.jpg?t=1676169184","http://cdn.akamai.steamstatic.com/steam/apps/256925036/movie_max.mp4?t=1673593914"
2052540,"The Cursed Knight","Feb 9, 2023","0 - 20000",2,0,9.99,0,"Year 3122. After the fall of our civilization, the Earth has become the principality of Dallongeville , ruled by the king Alberich. Ancient technologies are now myths, AIs have become gods and ancient warriors have turned into legends. With 5 million inhabitants, Dallongeville is the last bastion of humanity. Its handful of genetically modified soldiers are continually at war against invaders from all over the galaxy. Play as Kalder the protector knight, a genetically modified and enhanced human who worships the AI Skull, now called Skull god . Following a confrontation that has not ended well, he is going to try and bring back to life his sweetheart, the princess of Dallongeville, risking his life on a journey at the boundaries of the galaxy. The Cursed Knight is an action / platform / shoot‘em up game, based on a « die and retry » style and made with love and passion to pay tribute to the games made in the 90s. The game features: 5 unique worlds 10 crazy levels 10 bosses Crazy Genesis/MegaDrive effects A password system","['English', 'French']","[]","","https://cdn.akamai.steamstatic.com/steam/apps/2052540/header.jpg?t=1675934052","https://cursed-knight.fr/","https://brokestudio.fr","contact@brokestudio.fr",True,False,False,0,"",0,1,0,"",7,0,"Contains violence and gore.",0,0,0,0,"GGS Studio Creation","Broke Studio","Single-player,Steam Achievements","Action","Action,Arcade,Platformer,Shoot 'Em Up,Pixel Graphics,Precision Platformer,1990's,Futuristic,War,Post-apocalyptic,Retro,Old School,Physics,Multiple Endings,Linear,Singleplayer,Action-Adventure,Adventure,Gore,Violent","https://cdn.akamai.steamstatic.com/steam/apps/2052540/ss_64657fb29e57b1b188fe1de39a82e4e3b94fa810.1920x1080.jpg?t=1675934052,https://cdn.akamai.steamstatic.com/steam/apps/2052540/ss_34dd5559ab418bd78747da6a5e98103c541f00f3.1920x1080.jpg?t=1675934052,https://cdn.akamai.steamstatic.com/steam/apps/2052540/ss_08d7b93e6fb04a69cf04d49462aa5f0b8f13ee19.1920x1080.jpg?t=1675934052,https://cdn.akamai.steamstatic.com/steam/apps/2052540/ss_6acb0b04526667e63e7c2c7f300d6a44de0da80b.1920x1080.jpg?t=1675934052,https://cdn.akamai.steamstatic.com/steam/apps/2052540/ss_37c23638b153d0e5327d66970908e18047c86f3c.1920x1080.jpg?t=1675934052,https://cdn.akamai.steamstatic.com/steam/apps/2052540/ss_2d38cebca1021e62d096722fa9980ec62b2812b5.1920x1080.jpg?t=1675934052","http://cdn.akamai.steamstatic.com/steam/apps/256890501/movie_max.mp4?t=1671026934"
2297150,"Taxi Driver Simulator: Car Parking","Feb 9, 2023","0 - 20000",2,0,0.84,0,"Car parking is among the games played by almost everyone. It is not only about the car parking game but also offers you the chance to become a taxi driver. There are many places to explore in car parking, allowing one to drive as one wishes. Become a great taxi driver by taking the passengers waiting for you in the city with your taxi car. With improved graphics, the parking car has been designed with all the details to make you feel like a real-life taxi driver. Players who get maximum funny and enjoyment get used to realistic controls. With lots of practice, one gets used to the game's power. Parking cars offer a different and fun experience among popular car games. With a Parking car, you must take a passenger from some regions of the city, park the car with a yellow taxi, and complete the tasks. Many car drivers have difficulties in parking, and players have the chance to show their parking skills. Players can have a pleasant time in the city with a modest taxi car. Vehicles are different inside as well as outside. Players who can change the technical settings of the vehicle can customize their cars. Unlike Parking games, in this game, you will be both a taxi driver and a great parking master. Taxi yellow players picking up passengers in the city park their vehicles after leaving the passenger. After completing the parking task, new tasks come. Players who accept new missions receive rewards upon successful completion. The realistic traffic system is pleasing to the players in this taxi game. Developed for users, parking car games is a car parking simulation game. With Taxi cars, players face real life parking and driving challenges. At the same time, in this taxi simulator game, which takes place in a big city, the physics of the vehicle is handled with all its details. In this way, users feel like real taxi driver while driving. Offering a vast map to explore, the parking game allows you to roam freely with your favourite taxi car. Players who learn to park with a taxi car will reach the passengers quickly. Parking games with 3D graphics make the game realistic with unique sounds. Customization is done to make the taxi car look unique. In this game, included in Parking games, you can get the chance to be your dream taxi driver. Players will earn money as they complete taxi missions. With their money, they will give their customers the pleasure of parking with a better-customized taxi car. The entire map can be explored in the car parking game, which has highly detailed effects and visuals. Players experience many difficulties while parking the car with taxi games. Taxi simulator players, who have unlimited fun, drive their favourite taxi. Users must be able to complete taxi car parking tasks to customize vehicles. Taxi driver games players, who are very careful while parking their vehicles, show their manoeuvring abilities in difficult and narrow places. The players, who have experienced difficulties they have never experienced, try to park in the target area as shown. The game, which allows for the improvement of parking skills, appeals to master drivers. Players who park their vehicles without crashing into other cars demonstrate their taxi driver skills. The parking simulator, an enjoyable game, improves the players' skills. Trying to park without hitting anything, players pass the exciting parking levels.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Turkish']","[]","","https://cdn.akamai.steamstatic.com/steam/apps/2297150/header.jpg?t=1675942999","","https://www.inspectorstudios.com","info@inspectorstudios.com",True,False,False,0,"",0,1,1,"",0,0,"",0,0,0,0,"Yusuf Islam Seyhan,Samet Acar","Inspector Studios","Single-player","Action,Indie,Racing,RPG,Simulation","Racing,RPG,Driving,Action,Simulation,Automobile Sim,Action RPG,3D,Funny,Open World,Indie,Realistic,Singleplayer","https://cdn.akamai.steamstatic.com/steam/apps/2297150/ss_ec292d13ef73bd6944b4c19fb150996009a25c3a.1920x1080.jpg?t=1675942999,https://cdn.akamai.steamstatic.com/steam/apps/2297150/ss_9cf33c711cc64dea199f978b9972e65ccff03f24.1920x1080.jpg?t=1675942999,https://cdn.akamai.steamstatic.com/steam/apps/2297150/ss_b365292da32c2ba47386c78c7f7dfe022510b002.1920x1080.jpg?t=1675942999,https://cdn.akamai.steamstatic.com/steam/apps/2297150/ss_44871548942f4f14379007b327e9b940ce6e20ce.1920x1080.jpg?t=1675942999,https://cdn.akamai.steamstatic.com/steam/apps/2297150/ss_ae6b8d695def070177bb30a30335131cf65b645d.1920x1080.jpg?t=1675942999","http://cdn.akamai.steamstatic.com/steam/apps/256926860/movie_max.mp4?t=1674763097"
2265220,"TITS OKAY TITS FINE: LEWD ME DARLING","Feb 9, 2023","0 - 20000",0,0,2.99,0,"TITS OKAY TITS FINE: LEWD ME DARLING (all characters are 18+ and no character get hurt in this video game), sex Simulator where you will be able to penetrate penis to vagina and make a great pleasure to make the vagina squirt here are you can do in the game 1. sex 2. milk boobs and big tits 3. blowjob 4. creampie 5. camera zoom during sex scene 6. 2 darlings available 7. 2 available sexpositions IMPORTANT: CLEAN/DELETE THE TEMPORARY FILES, THUMBNAILS AND SYSTEM CREATED WINDOWS ERROR REPORTING FILES ON YOUR PC REGULARLY TO MAKE SURE THE GAME RUN WEL","['English']","[]","","https://cdn.akamai.steamstatic.com/steam/apps/2265220/header.jpg?t=1675987511","https://twitter.com/titaniumarmor93","https://twitter.com/titaniumarmor93","",True,False,False,0,"",0,0,0,"",0,0,"no character get hurt in this video game and all characters are 18+ This game contains BDSM sex scene and content that may not be suitable for all ages. All acts in the game are consensual.",0,0,0,0,"TITANIUM ARMOR","TITANIUM ARMOR","Single-player","Casual,Simulation","","https://cdn.akamai.steamstatic.com/steam/apps/2265220/ss_0b2734b2c7df4741465ff6a396850fc44da11fd0.1920x1080.jpg?t=1675987511,https://cdn.akamai.steamstatic.com/steam/apps/2265220/ss_dcd30d09c636f38bb1fd19748cfba2f35918ffae.1920x1080.jpg?t=1675987511,https://cdn.akamai.steamstatic.com/steam/apps/2265220/ss_f46b1d232943dda0798e367a6dd281cb289d4d84.1920x1080.jpg?t=1675987511,https://cdn.akamai.steamstatic.com/steam/apps/2265220/ss_dfac2459638ccb84a1cb112007525ef671cb89aa.1920x1080.jpg?t=1675987511,https://cdn.akamai.steamstatic.com/steam/apps/2265220/ss_74c22c64584a157a48992b32ada19607e9a98991.1920x1080.jpg?t=1675987511","http://cdn.akamai.steamstatic.com/steam/apps/256926031/movie_max.mp4?t=1674787132,http://cdn.akamai.steamstatic.com/steam/apps/256926030/movie_max.mp4?t=1674787138,http://cdn.akamai.steamstatic.com/steam/apps/256926028/movie_max.mp4?t=1674787142,http://cdn.akamai.steamstatic.com/steam/apps/256926016/movie_max.mp4?t=1674787148,http://cdn.akamai.steamstatic.com/steam/apps/256926013/movie_max.mp4?t=1674787153,http://cdn.akamai.steamstatic.com/steam/apps/256926010/movie_max.mp4?t=1674787158,http://cdn.akamai.steamstatic.com/steam/apps/256926009/movie_max.mp4?t=1674787163,http://cdn.akamai.steamstatic.com/steam/apps/256926006/movie_max.mp4?t=1674787168"
2293760,"Adventure Trip: Amazing World 2 Collector's Edition","Feb 11, 2023","0 - 0",0,0,7.99,0,"Let’s continue to be amazed by the Natural and Man Made Wonders of the World… from the glaciers of Alaska to the vast and magnificent Sahara Desert, from the classic Sydney Opera House to the artistically granite carvings of Mount Rushmore. We've combined all wonders together in 34 locations, providing you with an experience of awe and fascination. Let the facts from each location enlighten and guide you through the journey. As the game unfolds, you are presented with 7 mini puzzles with lots of levels which will add to the fun and give you a little break from fact-finding. • 60 amazing facts to find • Explore 34 locations of The World • Collect 15 unique items for your treasure • 5 Modes – Word, Silhouette, Scrambled Word, Missing Vowels, Finding Pairs","['English']","[]","","https://cdn.akamai.steamstatic.com/steam/apps/2293760/header.jpg?t=1676156980","https://www.point8games.ca/","https://www.point8games.ca/","point8games@gmail.com",True,False,False,0,"",0,0,0,"",0,0,"",0,0,0,0,"Point8 Games Inc.","Point8 Games Inc.","Single-player","Adventure,Casual,Indie","","https://cdn.akamai.steamstatic.com/steam/apps/2293760/ss_a6b914e1fad781dfc06e3b482cf55780527c6e78.1920x1080.jpg?t=1676156980,https://cdn.akamai.steamstatic.com/steam/apps/2293760/ss_e29f84b279171716af220ba9e837b6b0e6d721f3.1920x1080.jpg?t=1676156980,https://cdn.akamai.steamstatic.com/steam/apps/2293760/ss_6d292ff0ac072fad6a6df5f33026313a2fe19368.1920x1080.jpg?t=1676156980,https://cdn.akamai.steamstatic.com/steam/apps/2293760/ss_b92c63fd624946747cb70a6ddc08196efbfbae9f.1920x1080.jpg?t=1676156980,https://cdn.akamai.steamstatic.com/steam/apps/2293760/ss_fbe9d3f892a87ecf5c4549897a43a5f5926c4e9c.1920x1080.jpg?t=1676156980,https://cdn.akamai.steamstatic.com/steam/apps/2293760/ss_9d7b9f0cceaa65585c9244ede4f64bff3a7e6607.1920x1080.jpg?t=1676156980,https://cdn.akamai.steamstatic.com/steam/apps/2293760/ss_e4086e3ead899f62ba9ca2a69c093dd4fe6407db.1920x1080.jpg?t=1676156980,https://cdn.akamai.steamstatic.com/steam/apps/2293760/ss_8df56985c9b400a11b6b3ed6662657fa8a725c02.1920x1080.jpg?t=1676156980,https://cdn.akamai.steamstatic.com/steam/apps/2293760/ss_d14e6783bc597eb0b13e0da84833f8e6c7d68d6b.1920x1080.jpg?t=1676156980","http://cdn.akamai.steamstatic.com/steam/apps/256926575/movie_max.mp4?t=1674841089"
